intake_type,condition,age_in,breed,outcome,age_out,sex,intact_out,age,primary_color,secondary_color,breed_1,breed_2,pure,obey,reps_lower,reps_upper,height_low_inches,height_high_inches,weight_low_lbs,weight_high_lbs,time_in_shelter,date,month,at_risk,cond,breed_3
stray,normal,4.0,pit bull,adoption,4.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,28,2015-01-17,1,1,,pit bull
surrender,normal,6.0,pit bull,adoption,6.0,0,0,adult,black,tiger,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,89,2015-06-01,6,1,,pit bull
surrender,normal,5.0,chihuahua/jack russell terrier,adoption,5.0,1,0,adult,white,tan,chihuahua,jack russell terrier,0.0,0.4,33.5,60.0,11.970588235294118,14.954248366013072,22.46732026143791,31.26143790849673,43,2014-11-14,11,1,,chihuahua
stray,normal,5.0,border terrier,adoption,5.0,1,0,adult,tan,buff,border terrier,border terrier,1.0,0.7,16.0,25.0,12.0,15.0,12.0,15.0,8,2016-01-18,1,0,,other
surrender,normal,9.0,pit bull,adoption,9.0,1,0,senior,black,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,54,2016-12-08,12,1,,pit bull
surrender,normal,7.0,chinese shar pei/labrador retriever,adoption,8.0,1,0,adult,brown,white,chinese shar pei,labrador retriever,0.0,0.725,13.5,22.0,19.5,22.0,50.0,67.5,155,2017-02-09,2,1,,other
surrender,normal,8.0,pit bull,adoption,9.0,0,0,senior,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,71,2017-02-09,2,1,,pit bull
stray,injured,11.0,labrador retriever,euthanasia,11.0,1,0,senior,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,36,2020-12-03,12,1,,labrador retriever
surrender,normal,9.0,beagle/german shepherd,adoption,9.0,1,0,senior,black,tan,beagle,german shepherd,0.0,0.525,41.0,52.0,17.5,21.0,46.5,60.0,11,2018-11-06,11,0,,beagle
surrender,normal,4.0,basset hound,adoption,4.0,1,0,adult,tan,white,basset hound,basset hound,1.0,0.1,81.0,100.0,14.0,14.0,40.0,50.0,9,2014-12-18,12,0,,other
stray,normal,6.0,labrador retriever,adoption,7.0,1,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,176,2016-02-03,2,1,,labrador retriever
stray,normal,3.0,pit bull,adoption,3.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,23,2013-12-05,12,1,,pit bull
stray,normal,4.0,plott hound,adoption,5.0,1,0,adult,black,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,71,2014-12-02,12,1,,other
stray,normal,4.0,plott hound,euthanasia,4.0,1,0,adult,black,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,22,2014-12-02,12,1,,other
surrender,normal,5.0,german shepherd,euthanasia,5.0,0,0,adult,brown,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,9,2014-01-08,1,0,,german shepherd
stray,normal,7.0,pit bull,adoption,7.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,119,2016-03-12,3,1,,pit bull
surrender,normal,3.0,miniature schnauzer,adoption,3.0,1,0,adult,black,white,miniature schnauzer,miniature schnauzer,1.0,0.85,5.0,15.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,16,2014-08-07,8,0,,miniature schnauzer
surrender,normal,3.0,australian cattle dog,adoption,3.0,0,0,adult,black,brindle,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,13,2013-11-24,11,0,,australian cattle dog
stray,normal,8.0,pit bull,adoption,8.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,51,2017-12-10,12,1,,pit bull
stray,injured,10.0,chihuahua,adoption,10.0,0,0,senior,cream,cream,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,12,2020-07-05,7,0,,chihuahua
stray,normal,7.0,boxer,adoption,7.0,0,0,adult,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,13,2015-11-22,11,0,,boxer
stray,normal,8.0,labrador retriever/australian cattle dog,adoption,9.0,1,0,senior,black,white,labrador retriever,australian cattle dog,0.0,0.95,1.0,4.0,19.0,22.0,45.0,62.5,74,2019-05-29,5,1,,labrador retriever
surrender,normal,13.0,labrador retriever,adoption,14.0,0,0,senior,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,31,2018-04-13,4,1,,labrador retriever
surrender,normal,7.0,bulldog,adoption,7.0,1,0,adult,tan,white,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,143,2015-06-03,6,1,,other
stray,normal,6.0,border collie,adoption,6.0,1,0,adult,white,gray,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,8,2015-02-27,2,0,,border collie
surrender,normal,8.0,chihuahua,adoption,9.0,1,0,senior,brown,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,21,2019-09-23,9,1,,chihuahua
surrender,normal,4.0,labrador retriever,adoption,4.0,0,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,23,2015-06-27,6,1,,labrador retriever
surrender,injured,5.0,german shepherd,adoption,5.0,0,0,adult,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,57,2016-01-22,1,1,,german shepherd
public_assist,normal,5.0,rottweiler,euthanasia,5.0,1,1,adult,black,brown,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,11,2015-04-12,4,0,,other
surrender,normal,11.0,dachshund,adoption,11.0,0,0,senior,brown,white,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,9,2021-07-14,7,0,,dachshund
stray,normal,9.0,labrador retriever,adoption,10.0,1,0,senior,chocolate,chocolate,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,89,2019-05-26,5,1,,labrador retriever
surrender,normal,7.0,pit bull,adoption,7.0,1,0,adult,chocolate,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,41,2018-09-20,9,1,,pit bull
surrender,normal,6.0,labrador retriever,adoption,6.0,1,0,adult,black,brindle,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,27,2015-05-13,5,1,,labrador retriever
surrender,normal,4.0,australian shepherd,adoption,4.0,1,0,adult,brown,brindle,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,11,2015-05-13,5,0,,australian shepherd
stray,normal,8.0,pit bull,adoption,8.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,29,2015-12-10,12,1,,pit bull
surrender,normal,5.0,soft-coated wheaten terrier/miniature poodle,adoption,6.0,1,0,adult,cream,cream,soft-coated wheaten terrier,miniature poodle,0.0,0.5349290780141842,25.659574468085104,40.51418439716312,14.0,17.5,27.5,32.5,9,2016-11-16,11,0,,other
stray,normal,3.0,chihuahua,adoption,3.0,0,0,adult,white,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,18,2014-02-04,2,0,,chihuahua
surrender,normal,6.0,labrador retriever,adoption,6.0,0,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,104,2016-05-25,5,1,,labrador retriever
public_assist,normal,9.0,labrador retriever,adoption,9.0,1,0,senior,chocolate,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,20,2016-12-04,12,0,,labrador retriever
surrender,normal,3.0,pit bull,adoption,3.0,0,0,adult,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,147,2014-03-24,3,1,,pit bull
surrender,normal,5.0,chihuahua,adoption,5.0,0,0,adult,red,red,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,29,2015-03-11,3,1,,chihuahua
surrender,normal,2.0,bulldog,euthanasia,2.0,1,0,adult,black,white,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,80,2014-02-23,2,1,,other
stray,normal,6.0,bulldog,adoption,6.0,0,0,adult,tan,white,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,115,2014-02-07,2,1,,other
stray,normal,4.0,pit bull,euthanasia,4.0,1,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,46,2016-01-10,1,1,,pit bull
stray,normal,6.0,fox terrier,adoption,6.0,1,0,adult,brown,white,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,78,2014-03-16,3,1,,fox terrier
stray,normal,5.0,labrador retriever,euthanasia,5.0,1,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,13,2014-07-24,7,0,,labrador retriever
stray,normal,7.0,pit bull,adoption,7.0,0,0,adult,blue,tiger,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,29,2016-02-11,2,1,,pit bull
surrender,injured,6.0,australian cattle dog/collie,adoption,6.0,0,0,adult,brown,red,australian cattle dog,collie,0.0,0.8999999999999999,3.0,9.5,19.5,23.0,42.5,60.0,91,2017-05-19,5,1,,australian cattle dog
stray,normal,12.0,beagle,adoption,12.0,1,0,senior,red,tick,beagle,beagle,1.0,0.1,81.0,100.0,13.0,16.0,18.0,30.0,10,2021-11-09,11,0,,beagle
surrender,normal,7.0,cardigan welsh corgi/labrador retriever,adoption,8.0,0,0,adult,white,tan,cardigan welsh corgi,labrador retriever,0.0,0.8999999999999999,3.0,9.5,15.5,18.0,40.0,57.5,33,2019-11-07,11,1,,other
stray,normal,8.0,fox terrier,adoption,8.0,0,0,adult,white,tricolor,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,57,2015-07-21,7,1,,fox terrier
surrender,normal,4.0,american pit bull terrier,adoption,4.0,1,0,adult,brown,white,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,20,2014-11-02,11,0,,other
stray,normal,6.0,pit bull/boxer,adoption,6.0,1,0,adult,tricolor,tricolor,pit bull,boxer,0.0,0.6,21.0,32.5,19.0,22.0,52.5,60.0,49,2016-07-21,7,1,,pit bull
public_assist,normal,11.0,rottweiler,died,11.0,0,0,senior,black,black,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,8,2015-03-15,3,0,,other
surrender,normal,7.0,pit bull,adoption,7.0,1,0,adult,white,brown,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,94,2014-04-17,4,1,,pit bull
surrender,normal,9.0,dachshund/chihuahua,adoption,9.0,1,0,senior,chocolate,chocolate,dachshund,chihuahua,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,74,2018-06-20,6,1,,dachshund
surrender,normal,5.0,cardigan welsh corgi,adoption,5.0,1,0,adult,black,white,cardigan welsh corgi,cardigan welsh corgi,1.0,0.85,5.0,15.0,10.0,12.0,25.0,35.0,22,2016-11-04,11,1,,other
surrender,normal,6.0,australian cattle dog,adoption,6.0,0,0,adult,blue,merle,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,50,2013-11-08,11,1,,australian cattle dog
stray,normal,4.0,cairn terrier,adoption,4.0,1,0,adult,gray,tricolor,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,11,2015-10-19,10,0,,cairn terrier
surrender,normal,7.0,american pit bull terrier,adoption,7.0,1,0,adult,white,tan,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,2017-09-29,9,0,,other
stray,normal,3.0,pit bull,euthanasia,3.0,1,0,adult,white,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,12,2014-06-26,6,0,,pit bull
stray,normal,2.0,boxer,euthanasia,2.0,0,1,adult,blue,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,16,2013-11-10,11,0,,boxer
stray,normal,2.0,chihuahua,adoption,2.0,1,0,adult,black,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,9,2013-12-07,12,0,,chihuahua
surrender,normal,9.0,border collie,adoption,9.0,1,0,senior,tricolor,tricolor,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,34,2016-12-17,12,1,,border collie
stray,normal,3.0,labrador retriever/boxer,adoption,3.0,0,0,adult,black,white,labrador retriever,boxer,0.0,0.725,13.5,22.0,21.0,24.5,60.0,75.0,9,2014-12-29,12,0,,labrador retriever
surrender,normal,1.0,pit bull,euthanasia,2.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,11,2013-11-09,11,0,,pit bull
stray,normal,10.0,labrador retriever,adoption,10.0,1,0,senior,black,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,23,2021-05-17,5,1,,labrador retriever
surrender,normal,7.0,chihuahua,adoption,7.0,1,0,adult,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,30,2019-08-01,8,1,,chihuahua
surrender,normal,4.0,border collie/mastiff,adoption,4.0,0,0,adult,black,white,border collie,mastiff,0.0,0.525,41.0,52.0,23.0,25.5,107.5,115.0,19,2015-12-29,12,0,,border collie
surrender,normal,6.0,pit bull,euthanasia,6.0,0,0,adult,white,tan,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,2013-12-20,12,0,,pit bull
surrender,normal,10.0,chihuahua,adoption,10.0,0,0,senior,tan,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,20,2015-03-17,3,0,,chihuahua
surrender,normal,7.0,labrador retriever/irish wolfhound,adoption,7.0,1,0,adult,black,white,labrador retriever,irish wolfhound,0.0,0.725,13.5,22.0,24.5,29.5,72.5,115.0,140,2018-04-29,4,1,,labrador retriever
surrender,normal,4.0,labrador retriever,euthanasia,5.0,1,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,18,2016-08-21,8,0,,labrador retriever
surrender,normal,9.0,chihuahua,adoption,9.0,1,0,senior,brown,tricolor,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,9,2021-09-02,9,0,,chihuahua
stray,normal,2.0,boxer/pit bull,adoption,3.0,0,0,adult,brown,brindle,boxer,pit bull,0.0,0.6,21.0,32.5,19.0,22.0,52.5,60.0,29,2017-02-21,2,1,,boxer
stray,normal,6.0,pit bull,euthanasia,6.0,1,1,adult,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,19,2015-11-23,11,0,,pit bull
surrender,normal,3.0,pit bull,euthanasia,3.0,0,0,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,8,2015-01-26,1,0,,pit bull
stray,normal,2.0,labrador retriever/rottweiler,adoption,2.0,1,0,adult,black,white,labrador retriever,rottweiler,0.0,0.95,1.0,4.0,21.5,25.5,72.5,95.0,73,2014-09-04,9,1,,labrador retriever
surrender,normal,8.0,labrador retriever,adoption,8.0,1,0,adult,chocolate,chocolate,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,114,2015-03-16,3,1,,labrador retriever
stray,normal,5.0,rhodesian ridgeback/labrador retriever,adoption,5.0,1,0,adult,red,white,rhodesian ridgeback,labrador retriever,0.0,0.725,13.5,22.0,22.5,25.5,62.5,82.5,41,2014-06-02,6,1,,other
surrender,normal,12.0,pit bull/dalmatian,adoption,12.0,0,0,senior,white,black,pit bull,dalmatian,0.0,0.7,16.0,25.0,18.0,21.0,42.5,60.0,104,2020-06-01,6,1,,pit bull
surrender,normal,2.0,australian cattle dog,adoption,2.0,1,0,adult,black,white,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,53,2014-03-26,3,1,,australian cattle dog
public_assist,normal,3.0,chihuahua,adoption,3.0,1,0,adult,black,black,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,34,2014-11-13,11,1,,chihuahua
surrender,normal,2.0,chihuahua,adoption,2.0,1,0,adult,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,29,2013-11-01,11,1,,chihuahua
surrender,normal,3.0,german shepherd,adoption,3.0,0,0,adult,tan,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,29,2013-11-01,11,1,,german shepherd
stray,normal,5.0,german shepherd,adoption,5.0,1,0,adult,brown,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,9,2014-06-20,6,0,,german shepherd
surrender,normal,2.0,pit bull,adoption,3.0,0,0,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,16,2014-02-12,2,0,,pit bull
surrender,normal,2.0,dachshund,adoption,2.0,0,0,adult,brown,white,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,16,2014-02-21,2,0,,dachshund
surrender,normal,10.0,jack russell terrier,adoption,11.0,0,0,senior,white,tan,jack russell terrier,jack russell terrier,1.0,0.5,26.0,40.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,9,2016-02-18,2,0,,jack russell terrier
surrender,normal,5.0,great pyrenees/australian shepherd,adoption,5.0,0,0,adult,tricolor,tricolor,great pyrenees,australian shepherd,0.0,0.4,33.5,60.0,22.5,27.5,67.5,90.0,9,2017-04-27,4,0,,great pyrenees
stray,normal,8.0,pit bull,adoption,8.0,1,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,55,2018-10-21,10,1,,pit bull
stray,normal,3.0,bulldog,adoption,3.0,1,0,adult,tan,white,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,16,2014-07-17,7,0,,other
stray,normal,5.0,chihuahua,adoption,5.0,1,0,adult,brown,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,73,2014-03-26,3,1,,chihuahua
stray,normal,2.0,american pit bull terrier,adoption,3.0,0,0,adult,white,brown,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,96,2013-10-27,10,1,,other
surrender,normal,8.0,chow chow/siberian husky,adoption,8.0,0,0,adult,buff,buff,chow chow,siberian husky,0.0,0.3,53.5,70.0,19.5,22.5,42.5,57.5,51,2016-10-24,10,1,,other
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,67,2013-12-13,12,1,,pit bull
surrender,normal,3.0,pit bull,adoption,4.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,68,2015-12-19,12,1,,pit bull
surrender,normal,7.0,rottweiler/labrador retriever,adoption,7.0,0,0,adult,black,tan,rottweiler,labrador retriever,0.0,0.95,1.0,4.0,21.5,25.5,72.5,95.0,11,2019-11-15,11,0,,other
surrender,normal,5.0,chihuahua,adoption,6.0,1,0,adult,tricolor,tricolor,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,19,2014-03-09,3,0,,chihuahua
public_assist,normal,5.0,pit bull,euthanasia,5.0,1,1,adult,white,tricolor,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,22,2013-11-06,11,1,,pit bull
stray,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,brown,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,37,2014-03-12,3,1,,labrador retriever
stray,normal,4.0,jack russell terrier,adoption,4.0,0,0,adult,white,brown,jack russell terrier,jack russell terrier,1.0,0.5,26.0,40.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,10,2016-06-28,6,0,,jack russell terrier
surrender,normal,3.0,labrador retriever,euthanasia,3.0,0,0,adult,brown,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,2014-03-16,3,0,,labrador retriever
stray,injured,7.0,dachshund,euthanasia,7.0,0,1,adult,white,brown,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,14,2015-11-30,11,0,,dachshund
surrender,normal,7.0,labrador retriever,adoption,7.0,0,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,39,2016-07-10,7,1,,labrador retriever
stray,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,113,2014-06-19,6,1,,labrador retriever
surrender,normal,2.0,german shepherd,adoption,2.0,0,0,adult,brown,white,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,14,2014-09-20,9,0,,german shepherd
surrender,normal,11.0,miniature poodle,adoption,11.0,0,0,senior,white,white,miniature poodle,miniature poodle,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,10.0,15.0,20.0,20.0,8,2017-11-27,11,0,,miniature poodle
surrender,normal,9.0,pit bull,adoption,9.0,0,0,senior,white,tan,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,28,2019-04-15,4,1,,pit bull
surrender,normal,4.0,pit bull,euthanasia,4.0,0,0,adult,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,11,2016-03-24,3,0,,pit bull
surrender,normal,5.0,labrador retriever/german shepherd,adoption,5.0,0,0,adult,brown,white,labrador retriever,german shepherd,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,16,2017-01-13,1,0,,labrador retriever
surrender,normal,8.0,rottweiler/german shepherd,euthanasia,8.0,1,0,adult,black,brown,rottweiler,german shepherd,0.0,0.95,1.0,4.0,22.0,26.5,82.5,100.0,102,2014-06-15,6,1,,other
public_assist,normal,5.0,pit bull,euthanasia,5.0,1,1,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,25,2015-08-21,8,1,,pit bull
surrender,normal,2.0,bulldog,adoption,3.0,1,0,adult,brown,brindle,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,162,2014-02-23,2,1,,other
surrender,normal,9.0,boxer,adoption,9.0,0,0,senior,brown,brindle,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,17,2021-08-26,8,0,,boxer
surrender,normal,5.0,pit bull,euthanasia,5.0,0,1,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,2016-03-12,3,0,,pit bull
stray,normal,3.0,pit bull,euthanasia,3.0,0,1,adult,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,16,2015-01-25,1,0,,pit bull
stray,normal,5.0,bull terrier,adoption,5.0,0,0,adult,red,white,bull terrier,bull terrier,1.0,0.3,41.0,80.0,21.0,22.0,50.0,70.0,89,2014-08-20,8,1,,other
surrender,normal,5.0,golden retriever,adoption,5.0,1,0,adult,red,white,golden retriever,golden retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,75.0,8,2016-12-09,12,0,,other
public_assist,normal,3.0,great pyrenees,adoption,3.0,0,0,adult,white,brown,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,29,2016-02-23,2,1,,great pyrenees
surrender,normal,3.0,labrador retriever/german shepherd,adoption,3.0,0,0,adult,sable,sable,labrador retriever,german shepherd,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,54,2015-11-04,11,1,,labrador retriever
surrender,normal,4.0,pit bull,adoption,5.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,140,2016-09-13,9,1,,pit bull
stray,normal,3.0,miniature poodle,adoption,3.0,0,0,adult,white,white,miniature poodle,miniature poodle,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,10.0,15.0,20.0,20.0,14,2013-12-09,12,0,,miniature poodle
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,brown,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,14,2014-01-03,1,0,,labrador retriever
stray,injured,8.0,labrador retriever,euthanasia,8.0,1,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,19,2013-11-06,11,0,,labrador retriever
stray,injured,4.0,pit bull,euthanasia,4.0,1,0,adult,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,11,2013-12-09,12,0,,pit bull
surrender,normal,7.0,australian cattle dog,adoption,7.0,0,0,adult,white,brown,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,38,2015-02-04,2,1,,australian cattle dog
surrender,normal,4.0,miniature schnauzer,adoption,4.0,0,0,adult,silver,tan,miniature schnauzer,miniature schnauzer,1.0,0.85,5.0,15.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,72,2015-04-17,4,1,,miniature schnauzer
